Date,issue,percentage
12/04/2021,The economy,58.0
19/04/2021,The economy,58.0
26/04/2021,The economy,53.0
03/05/2021,The economy,51.0
10/05/2021,The economy,49.0
17/05/2021,The economy,56.0
24/05/2021,The economy,52.0
31/05/2021,The economy,51.0
07/06/2021,The economy,47.0
14/06/2021,The economy,51.0
21/06/2021,The economy,52.0
28/06/2021,The economy,47.0
05/07/2021,The economy,49.0
12/07/2021,The economy,49.0
19/07/2021,The economy,52.0
26/07/2021,The economy,52.0
02/08/2021,The economy,48.0
09/08/2021,The economy,46.0
16/08/2021,The economy,42.0
23/08/2021,The economy,43.0
29/08/2021,The economy,39.0
06/09/2021,The economy,43.0
12/09/2021,The economy,41.0
19/09/2021,The economy,44.0
26/09/2021,The economy,44.0
04/10/2021,The economy,48.0
11/10/2021,The economy,60.0
18/10/2021,The economy,49.0
25/10/2021,The economy,51.0
01/11/2021,The economy,46.0
07/11/2021,The economy,47.0
15/11/2021,The economy,41.0
22/11/2021,The economy,41.0
29/11/2021,The economy,33.0
05/12/2021,The economy,41.0
13/12/2021,The economy,43.0
20/12/2021,The economy,49.0
27/12/2021,The economy,45.0
02/01/2022,The economy,47.0
10/01/2022,The economy,53.0
17/01/2022,The economy,46.0
24/01/2022,The economy,51.0
31/01/2022,The economy,49.0
06/02/2022,The economy,59.0
13/02/2022,The economy,48.0
21/02/2022,The economy,52.0
28/02/2022,The economy,57.0
07/03/2022,The economy,49.0
14/03/2022,The economy,49.0
20/03/2022,The economy,56.0
28/03/2022,The economy,53.0
04/04/2022,The economy,60.0
11/04/2022,The economy,57.0
18/04/2022,The economy,55.0
24/04/2022,The economy,58.0
02/05/2022,The economy,60.0
08/05/2022,The economy,66.0
16/05/2022,The economy,60.0
22/05/2022,The economy,68.0
29/05/2022,The economy,66.0
06/06/2022,The economy,62.0
13/06/2022,The economy,64.0
19/06/2022,The economy,66.0
27/06/2022,The economy,71.0
03/07/2022,The economy,66.0
11/07/2022,The economy,67.0
17/07/2022,The economy,65.0
25/07/2022,The economy,66.0
31/07/2022,The economy,66.0
08/08/2022,The economy,70.0
15/08/2022,The economy,65.0
22/08/2022,The economy,70.0
29/08/2022,The economy,68.0
05/09/2022,The economy,72.0
12/09/2022,The economy,71.0
25/09/2022,The economy,65.0
02/10/2022,The economy,74.0
09/10/2022,The economy,66.0
17/10/2022,The economy,72.0
23/10/2022,The economy,75.0
31/10/2022,The economy,70.0
07/11/2022,The economy,68.0
14/11/2022,The economy,68.0
21/11/2022,The economy,67.0
28/11/2022,The economy,68.0
05/12/2022,The economy,65.0
12/12/2022,The economy,64.0
19/12/2022,The economy,65.0
26/12/2022,The economy,67.0
01/01/2023,The economy,61.0
09/01/2023,The economy,65.0
15/01/2023,The economy,61.0
23/01/2023,The economy,63.0
30/01/2023,The economy,65.0
06/02/2023,The economy,71.0
13/02/2023,The economy,62.0
20/02/2023,The economy,62.0
26/02/2023,The economy,60.0
06/03/2023,The economy,58.0
20/03/2023,The economy,56.0
27/03/2023,The economy,61.0
03/04/2023,The economy,55.0
10/04/2023,The economy,56.0
17/04/2023,The economy,57.0
24/04/2023,The economy,59.0
01/05/2023,The economy,53.0
08/05/2023,The economy,59.0
15/05/2023,The economy,62.0
21/05/2023,The economy,63.0
28/05/2023,The economy,59.0
05/06/2023,The economy,54.0
12/06/2023,The economy,54.0
19/06/2023,The economy,63.0
26/06/2023,The economy,65.0
03/07/2023,The economy,59.0
10/07/2023,The economy,59.0
17/07/2023,The economy,58.0
24/07/2023,The economy,60.0
31/07/2023,The economy,56.0
07/08/2023,The economy,63.0
14/08/2023,The economy,56.0
21/08/2023,The economy,56.0
28/08/2023,The economy,59.0
04/09/2023,The economy,55.0
11/09/2023,The economy,56.0
18/09/2023,The economy,53.0
25/09/2023,The economy,55.0
02/10/2023,The economy,50.0
09/10/2023,The economy,53.0
16/10/2023,The economy,53.0
23/10/2023,The economy,50.0
30/10/2023,The economy,54.0
06/11/2023,The economy,54.0
13/11/2023,The economy,52.0
20/11/2023,The economy,50.0
27/11/2023,The economy,47.0
04/12/2023,The economy,52.0
11/12/2023,The economy,50.0
18/12/2023,The economy,51.0
24/12/2023,The economy,49.0
01/01/2024,The economy,50.0
07/01/2024,The economy,51.0
15/01/2024,The economy,52.0
22/01/2024,The economy,49.0
29/01/2024,The economy,46.0
05/02/2024,The economy,45.0
11/02/2024,The economy,47.0
19/02/2024,The economy,49.0
26/02/2024,The economy,45.0
04/03/2024,The economy,50.0
11/03/2024,The economy,45.0
18/03/2024,The economy,43.0
25/03/2024,The economy,45.0
01/04/2024,The economy,45.0
08/04/2024,The economy,43.0
16/04/2024,The economy,49.0
22/04/2024,The economy,46.0
28/04/2024,The economy,40.0
06/05/2024,The economy,42.0
13/05/2024,The economy,39.0
20/05/2024,The economy,38.0
15/02/2011,Tax,8.0
01/03/2011,Tax,9.0
15/03/2011,Tax,10.0
29/03/2011,Tax,9.0
12/04/2011,Tax,13.0
26/04/2011,Tax,6.0
10/05/2011,Tax,7.0
24/05/2011,Tax,5.0
07/06/2011,Tax,5.0
14/06/2011,Tax,9.0
21/06/2011,Tax,4.0
28/06/2011,Tax,4.0
05/07/2011,Tax,7.0
12/07/2011,Tax,7.0
19/07/2011,Tax,6.0
26/07/2011,Tax,6.0
09/08/2011,Tax,5.0
23/08/2011,Tax,7.0
06/09/2011,Tax,4.0
20/09/2011,Tax,9.0
04/10/2011,Tax,4.0
18/10/2011,Tax,9.0
01/11/2011,Tax,8.0
15/11/2011,Tax,7.0
29/11/2011,Tax,7.0
13/12/2011,Tax,3.0
03/01/2012,Tax,6.0
17/01/2012,Tax,5.0
31/01/2012,Tax,5.0
14/02/2012,Tax,7.0
20/02/2012,Tax,10.0
28/02/2012,Tax,7.0
13/03/2012,Tax,9.0
27/03/2012,Tax,17.0
10/04/2012,Tax,13.0
24/04/2012,Tax,12.0
08/05/2012,Tax,10.0
22/05/2012,Tax,8.0
07/06/2012,Tax,12.0
19/06/2012,Tax,6.0
03/07/2012,Tax,13.0
17/07/2012,Tax,6.0
31/07/2012,Tax,10.0
14/08/2012,Tax,9.0
28/08/2012,Tax,10.0
11/09/2012,Tax,11.0
25/09/2012,Tax,11.0
09/10/2012,Tax,10.0
23/10/2012,Tax,10.0
06/11/2012,Tax,13.0
20/11/2012,Tax,10.0
04/12/2012,Tax,14.0
15/01/2013,Tax,7.0
29/01/2013,Tax,7.0
12/02/2013,Tax,5.0
26/02/2013,Tax,10.0
05/03/2013,Tax,13.0
12/03/2013,Tax,17.0
19/03/2013,Tax,14.0
26/03/2013,Tax,12.0
02/04/2013,Tax,8.0
09/04/2013,Tax,12.0
16/04/2013,Tax,9.0
23/04/2013,Tax,9.0
30/04/2013,Tax,8.0
07/05/2013,Tax,9.0
21/05/2013,Tax,7.0
04/06/2013,Tax,7.0
18/06/2013,Tax,12.0
16/07/2013,Tax,4.0
30/07/2013,Tax,4.0
13/08/2013,Tax,4.0
27/08/2013,Tax,6.0
10/09/2013,Tax,4.0
08/10/2013,Tax,6.0
22/10/2013,Tax,6.0
05/11/2013,Tax,9.0
19/11/2013,Tax,5.0
03/12/2013,Tax,7.0
17/12/2013,Tax,3.0
14/01/2014,Tax,5.0
22/01/2014,Tax,5.0
28/01/2014,Tax,6.0
11/02/2014,Tax,3.0
25/02/2014,Tax,5.0
11/03/2014,Tax,5.0
25/03/2014,Tax,8.0
08/04/2014,Tax,5.0
13/05/2014,Tax,6.0
28/05/2014,Tax,3.0
10/06/2014,Tax,5.0
24/06/2014,Tax,2.0
08/07/2014,Tax,3.0
22/07/2014,Tax,4.0
05/08/2014,Tax,3.0
19/08/2014,Tax,3.0
02/09/2014,Tax,3.0
16/09/2014,Tax,4.0
14/10/2014,Tax,4.0
28/10/2014,Tax,4.0
11/11/2014,Tax,6.0
25/11/2014,Tax,5.0
09/12/2014,Tax,7.0
06/01/2015,Tax,2.0
20/01/2015,Tax,6.0
03/02/2015,Tax,5.0
17/02/2015,Tax,8.0
03/03/2015,Tax,7.0
17/03/2015,Tax,9.0
31/03/2015,Tax,7.0
14/04/2015,Tax,6.0
28/04/2015,Tax,7.0
12/05/2015,Tax,4.0
19/05/2015,Tax,3.0
26/05/2015,Tax,4.0
02/06/2015,Tax,3.0
09/06/2015,Tax,4.0
04/09/2015,Tax,2.0
18/12/2015,Tax,3.0
08/06/2016,Tax,2.0
06/07/2016,Tax,3.0
26/07/2016,Tax,2.0
02/08/2016,Tax,3.0
09/08/2016,Tax,2.0
17/08/2016,Tax,3.0
23/08/2016,Tax,5.0
31/08/2016,Tax,3.0
14/09/2016,Tax,3.0
12/10/2016,Tax,3.0
25/10/2016,Tax,2.0
01/11/2016,Tax,1.0
15/11/2016,Tax,3.0
29/11/2016,Tax,3.0
17/12/2016,Tax,3.0
10/01/2017,Tax,5.0
17/01/2017,Tax,2.0
24/01/2017,Tax,3.0
31/01/2017,Tax,2.0
13/02/2017,Tax,3.0
22/02/2017,Tax,3.0
28/02/2017,Tax,3.0
14/03/2017,Tax,2.0
21/03/2017,Tax,3.0
27/03/2017,Tax,2.0
06/04/2017,Tax,3.0
19/04/2017,Tax,4.0
26/04/2017,Tax,3.0
03/05/2017,Tax,2.0
10/05/2017,Tax,2.0
17/05/2017,Tax,4.0
31/05/2017,Tax,3.0
07/06/2017,Tax,1.0
22/06/2017,Tax,3.0
11/07/2017,Tax,1.0
01/08/2017,Tax,2.0
31/08/2017,Tax,0.0
12/09/2017,Tax,2.0
11/10/2017,Tax,2.0
28/11/2017,Tax,3.0
12/12/2017,Tax,1.0
20/12/2017,Tax,1.0
21/12/2017,Tax,2.0
03/01/2018,Tax,2.0
08/01/2018,Tax,2.0
16/01/2018,Tax,3.0
30/01/2018,Tax,1.0
06/02/2018,Tax,2.0
13/02/2018,Tax,2.0
20/02/2018,Tax,0.0
27/02/2018,Tax,3.0
06/03/2018,Tax,3.0
27/03/2018,Tax,2.0
10/04/2018,Tax,2.0
17/04/2018,Tax,2.0
25/04/2018,Tax,2.0
01/05/2018,Tax,2.0
09/05/2018,Tax,2.0
14/05/2018,Tax,1.0
21/05/2018,Tax,1.0
29/05/2018,Tax,2.0
05/06/2018,Tax,2.0
12/06/2018,Tax,2.0
19/06/2018,Tax,2.0
26/06/2018,Tax,3.0
04/07/2018,Tax,2.0
09/07/2018,Tax,2.0
17/07/2018,Tax,2.0
23/07/2018,Tax,2.0
31/07/2018,Tax,2.0
14/08/2018,Tax,1.0
21/08/2018,Tax,3.0
29/08/2018,Tax,1.0
04/09/2018,Tax,2.0
20/09/2018,Tax,3.0
01/10/2018,Tax,2.0
09/10/2018,Tax,3.0
15/10/2018,Tax,3.0
23/10/2018,Tax,2.0
05/11/2018,Tax,2.0
19/11/2018,Tax,1.0
27/11/2018,Tax,2.0
04/12/2018,Tax,3.0
07/01/2019,Tax,1.0
14/01/2019,Tax,3.0
21/01/2019,Tax,1.0
04/02/2019,Tax,2.0
07/03/2019,Tax,2.0
25/03/2019,Tax,2.0
03/04/2019,Tax,1.0
11/04/2019,Tax,2.0
30/04/2019,Tax,3.0
29/05/2019,Tax,2.0
06/06/2019,Tax,1.0
24/06/2019,Tax,3.0
01/07/2019,Tax,1.0
08/07/2019,Tax,3.0
14/07/2019,Tax,2.0
22/07/2019,Tax,1.0
29/07/2019,Tax,3.0
05/08/2019,Tax,2.0
11/08/2019,Tax,2.0
19/08/2019,Tax,1.0
26/08/2019,Tax,2.0
02/09/2019,Tax,1.0
09/09/2019,Tax,1.0
16/09/2019,Tax,2.0
23/09/2019,Tax,1.0
30/09/2019,Tax,1.0
06/10/2019,Tax,1.0
14/10/2019,Tax,2.0
21/10/2019,Tax,2.0
28/10/2019,Tax,2.0
04/11/2019,Tax,2.0
11/11/2019,Tax,2.0
18/11/2019,Tax,1.0
25/11/2019,Tax,3.0
01/12/2019,Tax,2.0
16/12/2019,Tax,2.0
23/12/2019,Tax,1.0
30/12/2019,Tax,2.0
06/01/2020,Tax,1.0
13/01/2020,Tax,2.0
20/01/2020,Tax,1.0
27/01/2020,Tax,2.0
03/02/2020,Tax,2.0
09/02/2020,Tax,2.0
17/02/2020,Tax,2.0
24/02/2020,Tax,2.0
02/03/2020,Tax,1.0
09/03/2020,Tax,2.0
16/03/2020,Tax,2.0
23/03/2020,Tax,2.0
30/03/2020,Tax,2.0
06/04/2020,Tax,1.0
13/04/2020,Tax,1.0
20/04/2020,Tax,1.0
27/04/2020,Tax,3.0
03/05/2020,Tax,1.0
10/05/2020,Tax,2.0
18/05/2020,Tax,2.0
25/05/2020,Tax,3.0
02/06/2020,Tax,2.0
08/06/2020,Tax,1.0
15/06/2020,Tax,1.0
22/06/2020,Tax,1.0
29/06/2020,Tax,1.0
06/07/2020,Tax,2.0
13/07/2020,Tax,4.0
20/07/2020,Tax,2.0
27/07/2020,Tax,2.0
03/08/2020,Tax,1.0
10/08/2020,Tax,2.0
17/08/2020,Tax,3.0
24/08/2020,Tax,2.0
31/08/2020,Tax,1.0
07/09/2020,Tax,4.0
14/09/2020,Tax,3.0
21/09/2020,Tax,1.0
28/09/2020,Tax,2.0
05/10/2020,Tax,2.0
12/10/2020,Tax,1.0
18/10/2020,Tax,1.0
26/10/2020,Tax,2.0
02/11/2020,Tax,1.0
09/11/2020,Tax,3.0
15/11/2020,Tax,1.0
23/11/2020,Tax,3.0
30/11/2020,Tax,3.0
07/12/2020,Tax,1.0
14/12/2020,Tax,2.0
20/12/2020,Tax,3.0
28/12/2020,Tax,2.0
04/01/2021,Tax,2.0
11/01/2021,Tax,2.0
18/01/2021,Tax,2.0
25/01/2021,Tax,3.0
01/02/2021,Tax,3.0
08/02/2021,Tax,4.0
15/02/2021,Tax,4.0
22/02/2021,Tax,3.0
01/03/2021,Tax,2.0
08/03/2021,Tax,5.0
15/03/2021,Tax,3.0
22/03/2021,Tax,4.0
29/03/2021,Tax,2.0
05/04/2021,Tax,2.0
12/04/2021,Tax,3.0
19/04/2021,Tax,2.0
26/04/2021,Tax,3.0
03/05/2021,Tax,3.0
10/05/2021,Tax,3.0
17/05/2021,Tax,2.0
24/05/2021,Tax,3.0
31/05/2021,Tax,2.0
07/06/2021,Tax,3.0
14/06/2021,Tax,2.0
21/06/2021,Tax,2.0
28/06/2021,Tax,3.0
05/07/2021,Tax,2.0
12/07/2021,Tax,1.0
19/07/2021,Tax,3.0
26/07/2021,Tax,1.0
02/08/2021,Tax,3.0
09/08/2021,Tax,3.0
16/08/2021,Tax,3.0
23/08/2021,Tax,1.0
29/08/2021,Tax,3.0
06/09/2021,Tax,4.0
12/09/2021,Tax,6.0
19/09/2021,Tax,5.0
26/09/2021,Tax,5.0
04/10/2021,Tax,4.0
11/10/2021,Tax,5.0
18/10/2021,Tax,4.0
25/10/2021,Tax,3.0
01/11/2021,Tax,5.0
07/11/2021,Tax,3.0
15/11/2021,Tax,2.0
22/11/2021,Tax,3.0
29/11/2021,Tax,5.0
05/12/2021,Tax,3.0
13/12/2021,Tax,4.0
20/12/2021,Tax,2.0
27/12/2021,Tax,6.0
02/01/2022,Tax,4.0
10/01/2022,Tax,5.0
17/01/2022,Tax,7.0
24/01/2022,Tax,5.0
31/01/2022,Tax,8.0
06/02/2022,Tax,9.0
13/02/2022,Tax,9.0
21/02/2022,Tax,8.0
28/02/2022,Tax,6.0
07/03/2022,Tax,7.0
14/03/2022,Tax,7.0
20/03/2022,Tax,9.0
28/03/2022,Tax,8.0
04/04/2022,Tax,14.0
11/04/2022,Tax,11.0
18/04/2022,Tax,8.0
24/04/2022,Tax,7.0
02/05/2022,Tax,7.0
08/05/2022,Tax,6.0
16/05/2022,Tax,7.0
22/05/2022,Tax,9.0
29/05/2022,Tax,8.0
06/06/2022,Tax,10.0
13/06/2022,Tax,10.0
19/06/2022,Tax,8.0
27/06/2022,Tax,8.0
03/07/2022,Tax,5.0
11/07/2022,Tax,11.0
17/07/2022,Tax,14.0
25/07/2022,Tax,13.0
31/07/2022,Tax,10.0
08/08/2022,Tax,9.0
15/08/2022,Tax,7.0
22/08/2022,Tax,5.0
29/08/2022,Tax,5.0
05/09/2022,Tax,4.0
12/09/2022,Tax,6.0
25/09/2022,Tax,6.0
02/10/2022,Tax,11.0
09/10/2022,Tax,5.0
17/10/2022,Tax,9.0
23/10/2022,Tax,4.0
31/10/2022,Tax,5.0
07/11/2022,Tax,3.0
14/11/2022,Tax,4.0
21/11/2022,Tax,8.0
28/11/2022,Tax,5.0
05/12/2022,Tax,4.0
12/12/2022,Tax,4.0
19/12/2022,Tax,7.0
26/12/2022,Tax,5.0
01/01/2023,Tax,5.0
09/01/2023,Tax,3.0
15/01/2023,Tax,4.0
23/01/2023,Tax,5.0
30/01/2023,Tax,5.0
06/02/2023,Tax,6.0
13/02/2023,Tax,5.0
20/02/2023,Tax,3.0
26/02/2023,Tax,5.0
06/03/2023,Tax,6.0
20/03/2023,Tax,7.0
27/03/2023,Tax,3.0
03/04/2023,Tax,6.0
10/04/2023,Tax,5.0
17/04/2023,Tax,5.0
24/04/2023,Tax,5.0
01/05/2023,Tax,6.0
08/05/2023,Tax,5.0
15/05/2023,Tax,7.0
21/05/2023,Tax,8.0
28/05/2023,Tax,5.0
05/06/2023,Tax,5.0
12/06/2023,Tax,6.0
19/06/2023,Tax,5.0
26/06/2023,Tax,6.0
03/07/2023,Tax,4.0
10/07/2023,Tax,4.0
17/07/2023,Tax,5.0
24/07/2023,Tax,5.0
31/07/2023,Tax,6.0
07/08/2023,Tax,7.0
14/08/2023,Tax,5.0
21/08/2023,Tax,5.0
28/08/2023,Tax,6.0
04/09/2023,Tax,4.0
11/09/2023,Tax,5.0
18/09/2023,Tax,4.0
25/09/2023,Tax,4.0
02/10/2023,Tax,7.0
09/10/2023,Tax,6.0
16/10/2023,Tax,4.0
23/10/2023,Tax,7.0
30/10/2023,Tax,6.0
06/11/2023,Tax,5.0
13/11/2023,Tax,8.0
20/11/2023,Tax,8.0
27/11/2023,Tax,5.0
04/12/2023,Tax,7.0
11/12/2023,Tax,5.0
18/12/2023,Tax,5.0
24/12/2023,Tax,6.0
01/01/2024,Tax,5.0
07/01/2024,Tax,10.0
15/01/2024,Tax,3.0
22/01/2024,Tax,4.0
29/01/2024,Tax,6.0
05/02/2024,Tax,7.0
11/02/2024,Tax,4.0
19/02/2024,Tax,7.0
26/02/2024,Tax,7.0
04/03/2024,Tax,6.0
11/03/2024,Tax,8.0
18/03/2024,Tax,6.0
25/03/2024,Tax,6.0
01/04/2024,Tax,4.0
08/04/2024,Tax,9.0
16/04/2024,Tax,8.0
22/04/2024,Tax,7.0
28/04/2024,Tax,6.0
06/05/2024,Tax,7.0
13/05/2024,Tax,8.0
20/05/2024,Tax,6.0
15/02/2011,Pensions,21.0
01/03/2011,Pensions,25.0
15/03/2011,Pensions,32.0
29/03/2011,Pensions,27.0
12/04/2011,Pensions,28.0
26/04/2011,Pensions,28.0
10/05/2011,Pensions,24.0
24/05/2011,Pensions,24.0
07/06/2011,Pensions,29.0
14/06/2011,Pensions,26.0
21/06/2011,Pensions,35.0
28/06/2011,Pensions,36.0
05/07/2011,Pensions,43.0
12/07/2011,Pensions,40.0
19/07/2011,Pensions,25.0
26/07/2011,Pensions,30.0
09/08/2011,Pensions,26.0
23/08/2011,Pensions,26.0
06/09/2011,Pensions,27.0
20/09/2011,Pensions,33.0
04/10/2011,Pensions,26.0
18/10/2011,Pensions,31.0
01/11/2011,Pensions,27.0
15/11/2011,Pensions,25.0
29/11/2011,Pensions,30.0
13/12/2011,Pensions,30.0
03/01/2012,Pensions,31.0
17/01/2012,Pensions,26.0
31/01/2012,Pensions,21.0
14/02/2012,Pensions,22.0
20/02/2012,Pensions,33.0
28/02/2012,Pensions,21.0
13/03/2012,Pensions,20.0
27/03/2012,Pensions,32.0
10/04/2012,Pensions,27.0
24/04/2012,Pensions,33.0
08/05/2012,Pensions,34.0
22/05/2012,Pensions,25.0
07/06/2012,Pensions,30.0
19/06/2012,Pensions,19.0
03/07/2012,Pensions,17.0
17/07/2012,Pensions,24.0
31/07/2012,Pensions,24.0
14/08/2012,Pensions,22.0
28/08/2012,Pensions,19.0
11/09/2012,Pensions,24.0
25/09/2012,Pensions,24.0
09/10/2012,Pensions,29.0
23/10/2012,Pensions,23.0
06/11/2012,Pensions,27.0
20/11/2012,Pensions,19.0
04/12/2012,Pensions,24.0
15/01/2013,Pensions,29.0
29/01/2013,Pensions,18.0
12/02/2013,Pensions,22.0
26/02/2013,Pensions,21.0
05/03/2013,Pensions,19.0
12/03/2013,Pensions,23.0
19/03/2013,Pensions,21.0
26/03/2013,Pensions,21.0
02/04/2013,Pensions,20.0
09/04/2013,Pensions,17.0
16/04/2013,Pensions,15.0
23/04/2013,Pensions,18.0
30/04/2013,Pensions,24.0
07/05/2013,Pensions,20.0
21/05/2013,Pensions,16.0
04/06/2013,Pensions,14.0
18/06/2013,Pensions,13.0
16/07/2013,Pensions,14.0
30/07/2013,Pensions,15.0
13/08/2013,Pensions,14.0
27/08/2013,Pensions,12.0
10/09/2013,Pensions,21.0
08/10/2013,Pensions,17.0
22/10/2013,Pensions,18.0
05/11/2013,Pensions,18.0
19/11/2013,Pensions,20.0
03/12/2013,Pensions,17.0
17/12/2013,Pensions,20.0
14/01/2014,Pensions,14.0
22/01/2014,Pensions,21.0
28/01/2014,Pensions,20.0
11/02/2014,Pensions,16.0
25/02/2014,Pensions,20.0
11/03/2014,Pensions,18.0
25/03/2014,Pensions,18.0
08/04/2014,Pensions,18.0
13/05/2014,Pensions,20.0
28/05/2014,Pensions,15.0
10/06/2014,Pensions,15.0
24/06/2014,Pensions,16.0
08/07/2014,Pensions,13.0
22/07/2014,Pensions,13.0
05/08/2014,Pensions,18.0
19/08/2014,Pensions,18.0
02/09/2014,Pensions,15.0
16/09/2014,Pensions,17.0
14/10/2014,Pensions,16.0
28/10/2014,Pensions,15.0
11/11/2014,Pensions,12.0
25/11/2014,Pensions,12.0
09/12/2014,Pensions,16.0
06/01/2015,Pensions,11.0
20/01/2015,Pensions,13.0
03/02/2015,Pensions,16.0
17/02/2015,Pensions,13.0
03/03/2015,Pensions,16.0
17/03/2015,Pensions,17.0
31/03/2015,Pensions,15.0
14/04/2015,Pensions,12.0
28/04/2015,Pensions,14.0
12/05/2015,Pensions,12.0
19/05/2015,Pensions,12.0
26/05/2015,Pensions,10.0
02/06/2015,Pensions,11.0
09/06/2015,Pensions,12.0
04/09/2015,Pensions,14.0
18/12/2015,Pensions,8.0
08/06/2016,Pensions,8.0
06/07/2016,Pensions,9.0
26/07/2016,Pensions,10.0
02/08/2016,Pensions,13.0
09/08/2016,Pensions,13.0
17/08/2016,Pensions,10.0
23/08/2016,Pensions,12.0
31/08/2016,Pensions,11.0
14/09/2016,Pensions,12.0
12/10/2016,Pensions,9.0
25/10/2016,Pensions,14.0
01/11/2016,Pensions,11.0
15/11/2016,Pensions,13.0
29/11/2016,Pensions,12.0
17/12/2016,Pensions,12.0
10/01/2017,Pensions,7.0
17/01/2017,Pensions,11.0
24/01/2017,Pensions,9.0
31/01/2017,Pensions,11.0
13/02/2017,Pensions,11.0
22/02/2017,Pensions,10.0
28/02/2017,Pensions,9.0
14/03/2017,Pensions,11.0
21/03/2017,Pensions,10.0
27/03/2017,Pensions,13.0
06/04/2017,Pensions,10.0
19/04/2017,Pensions,10.0
26/04/2017,Pensions,11.0
03/05/2017,Pensions,13.0
10/05/2017,Pensions,14.0
17/05/2017,Pensions,13.0
31/05/2017,Pensions,15.0
07/06/2017,Pensions,14.0
22/06/2017,Pensions,10.0
11/07/2017,Pensions,9.0
01/08/2017,Pensions,9.0
31/08/2017,Pensions,10.0
12/09/2017,Pensions,11.0
11/10/2017,Pensions,13.0
28/11/2017,Pensions,9.0
12/12/2017,Pensions,8.0
20/12/2017,Pensions,4.0
21/12/2017,Pensions,11.0
03/01/2018,Pensions,9.0
08/01/2018,Pensions,9.0
16/01/2018,Pensions,10.0
30/01/2018,Pensions,8.0
06/02/2018,Pensions,10.0
13/02/2018,Pensions,9.0
20/02/2018,Pensions,11.0
27/02/2018,Pensions,10.0
06/03/2018,Pensions,9.0
27/03/2018,Pensions,10.0
10/04/2018,Pensions,9.0
17/04/2018,Pensions,7.0
25/04/2018,Pensions,9.0
01/05/2018,Pensions,12.0
09/05/2018,Pensions,5.0
14/05/2018,Pensions,9.0
21/05/2018,Pensions,9.0
29/05/2018,Pensions,7.0
05/06/2018,Pensions,7.0
12/06/2018,Pensions,9.0
19/06/2018,Pensions,8.0
26/06/2018,Pensions,7.0
04/07/2018,Pensions,7.0
09/07/2018,Pensions,7.0
17/07/2018,Pensions,8.0
23/07/2018,Pensions,8.0
31/07/2018,Pensions,8.0
14/08/2018,Pensions,7.0
21/08/2018,Pensions,9.0
29/08/2018,Pensions,6.0
04/09/2018,Pensions,7.0
20/09/2018,Pensions,9.0
01/10/2018,Pensions,8.0
09/10/2018,Pensions,6.0
15/10/2018,Pensions,11.0
23/10/2018,Pensions,11.0
05/11/2018,Pensions,9.0
19/11/2018,Pensions,10.0
27/11/2018,Pensions,9.0
04/12/2018,Pensions,12.0
07/01/2019,Pensions,9.0
14/01/2019,Pensions,6.0
21/01/2019,Pensions,7.0
04/02/2019,Pensions,10.0
07/03/2019,Pensions,7.0
25/03/2019,Pensions,8.0
03/04/2019,Pensions,9.0
11/04/2019,Pensions,10.0
30/04/2019,Pensions,9.0
29/05/2019,Pensions,10.0
06/06/2019,Pensions,10.0
24/06/2019,Pensions,13.0
01/07/2019,Pensions,11.0
08/07/2019,Pensions,12.0
14/07/2019,Pensions,7.0
22/07/2019,Pensions,11.0
29/07/2019,Pensions,8.0
05/08/2019,Pensions,12.0
11/08/2019,Pensions,8.0
19/08/2019,Pensions,8.0
26/08/2019,Pensions,9.0
02/09/2019,Pensions,7.0
09/09/2019,Pensions,10.0
16/09/2019,Pensions,12.0
23/09/2019,Pensions,9.0
30/09/2019,Pensions,8.0
06/10/2019,Pensions,10.0
14/10/2019,Pensions,8.0
21/10/2019,Pensions,9.0
28/10/2019,Pensions,9.0
04/11/2019,Pensions,7.0
11/11/2019,Pensions,12.0
18/11/2019,Pensions,7.0
25/11/2019,Pensions,11.0
01/12/2019,Pensions,11.0
16/12/2019,Pensions,12.0
23/12/2019,Pensions,12.0
30/12/2019,Pensions,12.0
06/01/2020,Pensions,13.0
13/01/2020,Pensions,9.0
20/01/2020,Pensions,14.0
27/01/2020,Pensions,14.0
03/02/2020,Pensions,11.0
09/02/2020,Pensions,12.0
17/02/2020,Pensions,12.0
24/02/2020,Pensions,11.0
02/03/2020,Pensions,12.0
09/03/2020,Pensions,11.0
16/03/2020,Pensions,12.0
23/03/2020,Pensions,12.0
30/03/2020,Pensions,6.0
06/04/2020,Pensions,10.0
13/04/2020,Pensions,5.0
20/04/2020,Pensions,8.0
27/04/2020,Pensions,9.0
03/05/2020,Pensions,6.0
10/05/2020,Pensions,4.0
18/05/2020,Pensions,3.0
25/05/2020,Pensions,5.0
02/06/2020,Pensions,7.0
08/06/2020,Pensions,6.0
15/06/2020,Pensions,5.0
22/06/2020,Pensions,7.0
29/06/2020,Pensions,8.0
06/07/2020,Pensions,7.0
13/07/2020,Pensions,10.0
20/07/2020,Pensions,9.0
27/07/2020,Pensions,8.0
03/08/2020,Pensions,7.0
10/08/2020,Pensions,7.0
17/08/2020,Pensions,9.0
24/08/2020,Pensions,7.0
31/08/2020,Pensions,6.0
07/09/2020,Pensions,10.0
14/09/2020,Pensions,8.0
21/09/2020,Pensions,8.0
28/09/2020,Pensions,6.0
05/10/2020,Pensions,8.0
12/10/2020,Pensions,6.0
18/10/2020,Pensions,10.0
26/10/2020,Pensions,8.0
02/11/2020,Pensions,5.0
09/11/2020,Pensions,7.0
